block	 speed_alphabet	 condition	 toneNum	 transition
 1	 1	 1	 1	 0
 1	 1	 1	 2	 0
 1	 1	 1	 3	 0
 1	 1	 1	 4	 0
 1	 1	 1	 5	 0
 1	 1	 1	 6	 0
 1	 1	 1	 7	 0
 1	 1	 1	 8	 0
 1	 1	 1	 9	 0
 1	 1	 1	 10	 0
 1	 1	 1	 11	 0
 1	 1	 1	 12	 0
 1	 1	 1	 13	 0
 1	 1	 1	 14	 0
 1	 1	 1	 15	 0
 1	 1	 1	 16	 0
 1	 1	 1	 17	 0
 1	 1	 1	 18	 0
 1	 1	 1	 19	 0
 1	 1	 1	 20	 0
 1	 1	 1	 21	 0
 1	 1	 1	 22	 0
 1	 1	 1	 23	 0
 1	 1	 1	 24	 0
 1	 1	 1	 25	 0
 1	 1	 1	 26	 0
 1	 1	 1	 27	 0
 1	 1	 1	 28	 0
 1	 1	 1	 29	 0
 1	 1	 1	 30	 0
 1	 1	 1	 31	 0
 1	 1	 1	 32	 0
 1	 1	 1	 33	 0
 1	 1	 1	 34	 0
 1	 1	 1	 35	 0
 1	 1	 1	 36	 0
 1	 1	 1	 37	 0
 1	 1	 1	 38	 0
 1	 1	 1	 39	 0
 1	 1	 1	 40	 0
 1	 1	 1	 41	 0
 1	 1	 1	 42	 0
 1	 1	 1	 43	 0
 1	 1	 1	 44	 0
 1	 1	 1	 45	 0
 1	 1	 1	 46	 0
 1	 1	 1	 47	 0
 1	 1	 1	 48	 0
 1	 1	 1	 49	 0
 1	 1	 1	 50	 0
 1	 1	 1	 51	 0
 1	 1	 1	 52	 0
 1	 1	 1	 53	 0
 1	 1	 1	 54	 0
 1	 1	 1	 55	 0
 1	 1	 1	 56	 0
 1	 1	 1	 57	 0
 1	 1	 1	 58	 0
 1	 1	 1	 59	 0
 1	 1	 1	 60	 0
 1	 1	 1	 61	 0
 1	 1	 1	 62	 0
 1	 1	 1	 63	 0
 1	 1	 1	 64	 0
 1	 1	 1	 65	 0
 1	 1	 1	 66	 0
 1	 1	 1	 67	 0
 1	 1	 1	 68	 0
 1	 1	 1	 69	 0
 1	 1	 1	 70	 0
 1	 1	 1	 71	 0
 1	 1	 1	 72	 0
 1	 1	 1	 73	 0
 1	 1	 1	 74	 0
 1	 1	 1	 75	 0
 1	 1	 1	 76	 0
 1	 1	 1	 77	 0
 1	 1	 1	 78	 0
 1	 1	 1	 79	 0
 1	 1	 1	 80	 0
 1	 1	 1	 81	 0
 1	 1	 1	 82	 0
 1	 1	 1	 83	 0
 1	 1	 1	 84	 0
 1	 1	 1	 85	 0
 1	 1	 1	 86	 0
 1	 1	 1	 87	 0
 1	 1	 1	 88	 0
 1	 1	 1	 89	 0
 1	 1	 1	 90	 0
 1	 1	 1	 91	 0
 1	 1	 1	 92	 0
 1	 1	 1	 93	 0
 1	 1	 1	 94	 0
 1	 1	 1	 95	 0
 1	 1	 1	 96	 0
 1	 1	 1	 97	 0
 1	 1	 1	 98	 0
 1	 1	 1	 99	 0
 1	 1	 1	 100	 0
 1	 1	 1	 101	 0
 1	 1	 1	 102	 0
 1	 1	 1	 103	 0
 1	 1	 1	 104	 0
 1	 1	 1	 105	 0
 1	 1	 1	 106	 0
 1	 1	 1	 107	 0
 1	 1	 1	 108	 0
 1	 1	 1	 109	 0
 1	 1	 1	 110	 0
 1	 1	 1	 111	 0
 1	 1	 1	 112	 0
 1	 1	 1	 113	 0
 1	 1	 1	 114	 0
 1	 1	 1	 115	 0
 1	 1	 1	 116	 0
 1	 1	 1	 117	 0
 1	 1	 1	 118	 0
 1	 1	 1	 119	 0
 1	 1	 1	 120	 0
 1	 1	 1	 121	 0
 1	 1	 1	 122	 0
 1	 1	 1	 123	 0
 1	 1	 1	 124	 0
 1	 1	 1	 125	 0
 1	 1	 1	 126	 0
 1	 1	 1	 127	 0
 1	 1	 1	 128	 0
 1	 1	 1	 129	 0
 1	 1	 1	 130	 0
 1	 1	 1	 1	 0
 1	 1	 1	 2	 0
 1	 1	 1	 3	 0
 1	 1	 1	 4	 0
 1	 1	 1	 5	 0
 1	 1	 1	 6	 0
 1	 1	 1	 7	 0
 1	 1	 1	 8	 0
 1	 1	 1	 9	 0
 1	 1	 1	 10	 0
 1	 1	 1	 11	 0
 1	 1	 1	 12	 0
 1	 1	 1	 13	 0
 1	 1	 1	 14	 0
 1	 1	 1	 15	 0
 1	 1	 1	 16	 0
 1	 1	 1	 17	 0
 1	 1	 1	 18	 0
 1	 1	 1	 19	 0
 1	 1	 1	 20	 0
 1	 1	 1	 21	 0
 1	 1	 1	 22	 0
 1	 1	 1	 23	 0
 1	 1	 1	 24	 0
 1	 1	 1	 25	 0
 1	 1	 1	 26	 0
 1	 1	 1	 27	 0
 1	 1	 1	 28	 0
 1	 1	 1	 29	 0
 1	 1	 1	 30	 0
 1	 1	 1	 31	 0
 1	 1	 1	 32	 0
 1	 1	 1	 33	 0
 1	 1	 1	 34	 0
 1	 1	 1	 35	 0
 1	 1	 1	 36	 0
 1	 1	 1	 37	 0
 1	 1	 1	 38	 0
 1	 1	 1	 39	 0
 1	 1	 1	 40	 0
 1	 1	 1	 41	 0
 1	 1	 1	 42	 0
 1	 1	 1	 43	 0
 1	 1	 1	 44	 0
 1	 1	 1	 45	 0
 1	 1	 1	 46	 0
 1	 1	 1	 47	 0
 1	 1	 1	 48	 0
 1	 1	 1	 49	 0
 1	 1	 1	 50	 0
 1	 1	 1	 51	 0
 1	 1	 1	 52	 0
 1	 1	 1	 53	 0
 1	 1	 1	 54	 0
 1	 1	 1	 55	 0
 1	 1	 1	 56	 0
 1	 1	 1	 57	 0
 1	 1	 1	 58	 0
 1	 1	 1	 59	 0
 1	 1	 1	 60	 0
 1	 1	 1	 61	 0
 1	 1	 1	 62	 0
 1	 1	 1	 63	 0
 1	 1	 1	 64	 0
 1	 1	 1	 65	 0
 1	 1	 1	 66	 0
 1	 1	 1	 67	 0
 1	 1	 1	 68	 0
 1	 1	 1	 69	 0
 1	 1	 1	 70	 0
 1	 1	 1	 71	 0
 1	 1	 1	 72	 0
 1	 1	 1	 73	 0
 1	 1	 1	 74	 0
 1	 1	 1	 75	 0
 1	 1	 1	 76	 0
 1	 1	 1	 77	 0
 1	 1	 1	 78	 0
 1	 1	 1	 79	 0
 1	 1	 1	 80	 0
 1	 1	 1	 81	 0
 1	 1	 1	 82	 0
 1	 1	 1	 83	 0
 1	 1	 1	 84	 0
 1	 1	 1	 85	 0
 1	 1	 1	 86	 0
 1	 1	 1	 87	 0
 1	 1	 1	 88	 0
 1	 1	 1	 89	 0
 1	 1	 1	 90	 0
 1	 1	 1	 91	 0
 1	 1	 1	 92	 0
 1	 1	 1	 93	 0
 1	 1	 1	 94	 0
 1	 1	 1	 95	 0
 1	 1	 1	 96	 0
 1	 1	 1	 97	 0
 1	 1	 1	 98	 0
 1	 1	 1	 99	 0
 1	 1	 1	 100	 0
 1	 1	 1	 101	 0
 1	 1	 1	 102	 0
 1	 1	 1	 103	 0
 1	 1	 1	 104	 0
 1	 1	 1	 105	 0
 1	 1	 1	 106	 0
 1	 1	 1	 107	 0
 1	 1	 1	 108	 0
 1	 1	 1	 109	 0
 1	 1	 1	 110	 0
 1	 1	 1	 111	 0
 1	 1	 1	 112	 0
 1	 1	 1	 113	 0
 1	 1	 1	 114	 0
 1	 1	 1	 115	 0
 1	 1	 1	 116	 0
 1	 1	 1	 117	 0
 1	 1	 1	 118	 0
 1	 1	 1	 119	 0
 1	 1	 1	 120	 0
 1	 1	 1	 121	 0
 1	 1	 1	 122	 0
 1	 1	 1	 123	 0
 1	 1	 1	 124	 0
 1	 1	 1	 125	 0
 1	 1	 1	 126	 0
 1	 1	 1	 127	 0
 1	 1	 1	 128	 0
 1	 1	 1	 129	 0
 1	 1	 1	 130	 0
 1	 1	 1	 1	 0
 1	 1	 1	 2	 0
 1	 1	 1	 3	 0
 1	 1	 1	 4	 0
 1	 1	 1	 5	 0
 1	 1	 1	 6	 0
 1	 1	 1	 7	 0
 1	 1	 1	 8	 0
 1	 1	 1	 9	 0
 1	 1	 1	 10	 0
 1	 1	 1	 11	 0
 1	 1	 1	 12	 0
 1	 1	 1	 13	 0
 1	 1	 1	 14	 0
 1	 1	 1	 15	 0
 1	 1	 1	 16	 0
 1	 1	 1	 17	 0
 1	 1	 1	 18	 0
 1	 1	 1	 19	 0
 1	 1	 1	 20	 0
 1	 1	 1	 21	 0
 1	 1	 1	 22	 0
 1	 1	 1	 23	 0
 1	 1	 1	 24	 0
 1	 1	 1	 25	 0
 1	 1	 1	 26	 0
 1	 1	 1	 27	 0
 1	 1	 1	 28	 0
 1	 1	 1	 29	 0
 1	 1	 1	 30	 0
 1	 1	 1	 31	 0
 1	 1	 1	 32	 0
 1	 1	 1	 33	 0
 1	 1	 1	 34	 0
 1	 1	 1	 35	 0
 1	 1	 1	 36	 0
 1	 1	 1	 37	 0
 1	 1	 1	 38	 0
 1	 1	 1	 39	 0
 1	 1	 1	 40	 0
 1	 1	 1	 41	 0
 1	 1	 1	 42	 0
 1	 1	 1	 43	 0
 1	 1	 1	 44	 0
 1	 1	 1	 45	 0
 1	 1	 1	 46	 0
 1	 1	 1	 47	 0
 1	 1	 1	 48	 0
 1	 1	 1	 49	 0
 1	 1	 1	 50	 0
 1	 1	 1	 51	 0
 1	 1	 1	 52	 0
 1	 1	 1	 53	 0
 1	 1	 1	 54	 0
 1	 1	 1	 55	 0
 1	 1	 1	 56	 0
 1	 1	 1	 57	 0
 1	 1	 1	 58	 0
 1	 1	 1	 59	 0
 1	 1	 1	 60	 0
 1	 1	 1	 61	 0
 1	 1	 1	 62	 0
 1	 1	 1	 63	 0
 1	 1	 1	 64	 0
 1	 1	 1	 65	 0
 1	 1	 1	 66	 0
 1	 1	 1	 67	 0
 1	 1	 1	 68	 0
 1	 1	 1	 69	 0
 1	 1	 1	 70	 0
 1	 1	 1	 71	 0
 1	 1	 1	 72	 0
 1	 1	 1	 73	 0
 1	 1	 1	 74	 0
 1	 1	 1	 75	 0
 1	 1	 1	 76	 0
 1	 1	 1	 77	 0
 1	 1	 1	 78	 0
 1	 1	 1	 79	 0
 1	 1	 1	 80	 0
 1	 1	 1	 81	 0
 1	 1	 1	 82	 0
 1	 1	 1	 83	 0
 1	 1	 1	 84	 0
 1	 1	 1	 85	 0
 1	 1	 1	 86	 0
 1	 1	 1	 87	 0
 1	 1	 1	 88	 0
 1	 1	 1	 89	 0
 1	 1	 1	 90	 0
 1	 1	 1	 91	 0
 1	 1	 1	 92	 0
 1	 1	 1	 93	 0
 1	 1	 1	 94	 0
 1	 1	 1	 95	 0
 1	 1	 1	 96	 0
 1	 1	 1	 97	 0
 1	 1	 1	 98	 0
 1	 1	 1	 99	 0
 1	 1	 1	 100	 0
 1	 1	 1	 101	 0
 1	 1	 1	 102	 0
 1	 1	 1	 103	 0
 1	 1	 1	 104	 0
 1	 1	 1	 105	 0
 1	 1	 1	 106	 0
 1	 1	 1	 107	 0
 1	 1	 1	 108	 0
 1	 1	 1	 109	 0
 1	 1	 1	 110	 0
 1	 1	 1	 111	 0
 1	 1	 1	 112	 0
 1	 1	 1	 113	 0
 1	 1	 1	 114	 0
 1	 1	 1	 115	 0
 1	 1	 1	 116	 0
 1	 1	 1	 117	 0
 1	 1	 1	 118	 0
 1	 1	 1	 119	 0
 1	 1	 1	 120	 0
 1	 1	 1	 121	 0
 1	 1	 1	 122	 0
 1	 1	 1	 123	 0
 1	 1	 1	 124	 0
 1	 1	 1	 125	 0
 1	 1	 1	 126	 0
 1	 1	 1	 127	 0
 1	 1	 1	 128	 0
 1	 1	 1	 129	 0
 1	 1	 1	 130	 0
 1	 1	 2	 1	 90
 1	 1	 2	 2	 90
 1	 1	 2	 3	 90
 1	 1	 2	 4	 90
 1	 1	 2	 5	 90
 1	 1	 2	 6	 90
 1	 1	 2	 7	 90
 1	 1	 2	 8	 90
 1	 1	 2	 9	 90
 1	 1	 2	 10	 90
 1	 1	 2	 11	 90
 1	 1	 2	 12	 90
 1	 1	 2	 13	 90
 1	 1	 2	 14	 90
 1	 1	 2	 15	 90
 1	 1	 2	 16	 90
 1	 1	 2	 17	 90
 1	 1	 2	 18	 90
 1	 1	 2	 19	 90
 1	 1	 2	 20	 90
 1	 1	 2	 21	 90
 1	 1	 2	 22	 90
 1	 1	 2	 23	 90
 1	 1	 2	 24	 90
 1	 1	 2	 25	 90
 1	 1	 2	 26	 90
 1	 1	 2	 27	 90
 1	 1	 2	 28	 90
 1	 1	 2	 29	 90
 1	 1	 2	 30	 90
 1	 1	 2	 31	 90
 1	 1	 2	 32	 90
 1	 1	 2	 33	 90
 1	 1	 2	 34	 90
 1	 1	 2	 35	 90
 1	 1	 2	 36	 90
 1	 1	 2	 37	 90
 1	 1	 2	 38	 90
 1	 1	 2	 39	 90
 1	 1	 2	 40	 90
 1	 1	 2	 41	 90
 1	 1	 2	 42	 90
 1	 1	 2	 43	 90
 1	 1	 2	 44	 90
 1	 1	 2	 45	 90
 1	 1	 2	 46	 90
 1	 1	 2	 47	 90
 1	 1	 2	 48	 90
 1	 1	 2	 49	 90
 1	 1	 2	 50	 90
 1	 1	 2	 51	 90
 1	 1	 2	 52	 90
 1	 1	 2	 53	 90
 1	 1	 2	 54	 90
 1	 1	 2	 55	 90
 1	 1	 2	 56	 90
 1	 1	 2	 57	 90
 1	 1	 2	 58	 90
 1	 1	 2	 59	 90
 1	 1	 2	 60	 90
 1	 1	 2	 61	 90
 1	 1	 2	 62	 90
 1	 1	 2	 63	 90
 1	 1	 2	 64	 90
 1	 1	 2	 65	 90
 1	 1	 2	 66	 90
 1	 1	 2	 67	 90
 1	 1	 2	 68	 90
 1	 1	 2	 69	 90
 1	 1	 2	 70	 90
 1	 1	 2	 71	 90
 1	 1	 2	 72	 90
 1	 1	 2	 73	 90
 1	 1	 2	 74	 90
 1	 1	 2	 75	 90
 1	 1	 2	 76	 90
 1	 1	 2	 77	 90
 1	 1	 2	 78	 90
 1	 1	 2	 79	 90
 1	 1	 2	 80	 90
 1	 1	 2	 81	 90
 1	 1	 2	 82	 90
 1	 1	 2	 83	 90
 1	 1	 2	 84	 90
 1	 1	 2	 85	 90
 1	 1	 2	 86	 90
 1	 1	 2	 87	 90
 1	 1	 2	 88	 90
 1	 1	 2	 89	 90
 1	 1	 2	 90	 90
 1	 1	 2	 91	 90
 1	 1	 2	 92	 90
 1	 1	 2	 93	 90
 1	 1	 2	 94	 90
 1	 1	 2	 95	 90
 1	 1	 2	 96	 90
 1	 1	 2	 97	 90
 1	 1	 2	 98	 90
 1	 1	 2	 99	 90
 1	 1	 2	 100	 90
 1	 1	 2	 101	 90
 1	 1	 2	 102	 90
 1	 1	 2	 103	 90
 1	 1	 2	 104	 90
 1	 1	 2	 105	 90
 1	 1	 2	 106	 90
 1	 1	 2	 107	 90
 1	 1	 2	 108	 90
 1	 1	 2	 109	 90
 1	 1	 2	 110	 90
 1	 1	 2	 111	 90
 1	 1	 2	 112	 90
 1	 1	 2	 113	 90
 1	 1	 2	 114	 90
 1	 1	 2	 115	 90
 1	 1	 2	 116	 90
 1	 1	 2	 117	 90
 1	 1	 2	 118	 90
 1	 1	 2	 119	 90
 1	 1	 2	 120	 90
 1	 1	 2	 121	 90
 1	 1	 2	 122	 90
 1	 1	 2	 123	 90
 1	 1	 2	 124	 90
 1	 1	 2	 125	 90
 1	 1	 2	 126	 90
 1	 1	 2	 127	 90
 1	 1	 2	 128	 90
 1	 1	 2	 129	 90
 1	 1	 2	 130	 90
 1	 1	 2	 1	 84
 1	 1	 2	 2	 84
 1	 1	 2	 3	 84
 1	 1	 2	 4	 84
 1	 1	 2	 5	 84
 1	 1	 2	 6	 84
 1	 1	 2	 7	 84
 1	 1	 2	 8	 84
 1	 1	 2	 9	 84
 1	 1	 2	 10	 84
 1	 1	 2	 11	 84
 1	 1	 2	 12	 84
 1	 1	 2	 13	 84
 1	 1	 2	 14	 84
 1	 1	 2	 15	 84
 1	 1	 2	 16	 84
 1	 1	 2	 17	 84
 1	 1	 2	 18	 84
 1	 1	 2	 19	 84
 1	 1	 2	 20	 84
 1	 1	 2	 21	 84
 1	 1	 2	 22	 84
 1	 1	 2	 23	 84
 1	 1	 2	 24	 84
 1	 1	 2	 25	 84
 1	 1	 2	 26	 84
 1	 1	 2	 27	 84
 1	 1	 2	 28	 84
 1	 1	 2	 29	 84
 1	 1	 2	 30	 84
 1	 1	 2	 31	 84
 1	 1	 2	 32	 84
 1	 1	 2	 33	 84
 1	 1	 2	 34	 84
 1	 1	 2	 35	 84
 1	 1	 2	 36	 84
 1	 1	 2	 37	 84
 1	 1	 2	 38	 84
 1	 1	 2	 39	 84
 1	 1	 2	 40	 84
 1	 1	 2	 41	 84
 1	 1	 2	 42	 84
 1	 1	 2	 43	 84
 1	 1	 2	 44	 84
 1	 1	 2	 45	 84
 1	 1	 2	 46	 84
 1	 1	 2	 47	 84
 1	 1	 2	 48	 84
 1	 1	 2	 49	 84
 1	 1	 2	 50	 84
 1	 1	 2	 51	 84
 1	 1	 2	 52	 84
 1	 1	 2	 53	 84
 1	 1	 2	 54	 84
 1	 1	 2	 55	 84
 1	 1	 2	 56	 84
 1	 1	 2	 57	 84
 1	 1	 2	 58	 84
 1	 1	 2	 59	 84
 1	 1	 2	 60	 84
 1	 1	 2	 61	 84
 1	 1	 2	 62	 84
 1	 1	 2	 63	 84
 1	 1	 2	 64	 84
 1	 1	 2	 65	 84
 1	 1	 2	 66	 84
 1	 1	 2	 67	 84
 1	 1	 2	 68	 84
 1	 1	 2	 69	 84
 1	 1	 2	 70	 84
 1	 1	 2	 71	 84
 1	 1	 2	 72	 84
 1	 1	 2	 73	 84
 1	 1	 2	 74	 84
 1	 1	 2	 75	 84
 1	 1	 2	 76	 84
 1	 1	 2	 77	 84
 1	 1	 2	 78	 84
 1	 1	 2	 79	 84
 1	 1	 2	 80	 84
 1	 1	 2	 81	 84
 1	 1	 2	 82	 84
 1	 1	 2	 83	 84
 1	 1	 2	 84	 84
 1	 1	 2	 85	 84
 1	 1	 2	 86	 84
 1	 1	 2	 87	 84
 1	 1	 2	 88	 84
 1	 1	 2	 89	 84
 1	 1	 2	 90	 84
 1	 1	 2	 91	 84
 1	 1	 2	 92	 84
 1	 1	 2	 93	 84
 1	 1	 2	 94	 84
 1	 1	 2	 95	 84
 1	 1	 2	 96	 84
 1	 1	 2	 97	 84
 1	 1	 2	 98	 84
 1	 1	 2	 99	 84
 1	 1	 2	 100	 84
 1	 1	 2	 101	 84
 1	 1	 2	 102	 84
 1	 1	 2	 103	 84
 1	 1	 2	 104	 84
 1	 1	 2	 105	 84
 1	 1	 2	 106	 84
 1	 1	 2	 107	 84
 1	 1	 2	 108	 84
 1	 1	 2	 109	 84
 1	 1	 2	 110	 84
 1	 1	 2	 111	 84
 1	 1	 2	 112	 84
 1	 1	 2	 113	 84
 1	 1	 2	 114	 84
 1	 1	 2	 115	 84
 1	 1	 2	 116	 84
 1	 1	 2	 117	 84
 1	 1	 2	 118	 84
 1	 1	 2	 119	 84
 1	 1	 2	 120	 84
 1	 1	 2	 121	 84
 1	 1	 2	 122	 84
 1	 1	 2	 123	 84
 1	 1	 2	 124	 84
 1	 1	 2	 125	 84
 1	 1	 2	 126	 84
 1	 1	 2	 127	 84
 1	 1	 2	 128	 84
 1	 1	 2	 129	 84
 1	 1	 2	 130	 84
 1	 1	 1	 1	 0
 1	 1	 1	 2	 0
 1	 1	 1	 3	 0
 1	 1	 1	 4	 0
 1	 1	 1	 5	 0
 1	 1	 1	 6	 0
 1	 1	 1	 7	 0
 1	 1	 1	 8	 0
 1	 1	 1	 9	 0
 1	 1	 1	 10	 0
 1	 1	 1	 11	 0
 1	 1	 1	 12	 0
 1	 1	 1	 13	 0
 1	 1	 1	 14	 0
 1	 1	 1	 15	 0
 1	 1	 1	 16	 0
 1	 1	 1	 17	 0
 1	 1	 1	 18	 0
 1	 1	 1	 19	 0
 1	 1	 1	 20	 0
